,Price
1931,7204.0
1932,7128.0
1933,7085.0
1934,6854.0
1935,6799.0
1936,7178.0
1937,7211.0
1938,7208.0
1939,7276.0
1940,7529.0
1941,7362.0
1942,7283.0
1943,7278.0
1944,7263.0
1945,7361.0
1946,7469.0
1947,7388.0
1948,7293.0
1949,7238.0
1950,7127.0
1951,7250.0
1952,7390.0
1953,7503.0
1954,7588.0
1955,7953.0
1956,8273.0
1957,7943.0
1958,7933.0
1959,8120.0
1960,8146.0
1961,8151.0
1962,8605.0
1963,8778.0
1964,8693.0
1965,8869.0
1966,8907.0
1967,8859.0
1968,8670.0
1969,8672.0
1970,8693.0
1971,8469.0
1972,8410.0
1973,8349.0
1974,8466.0
1975,8744.0
1976,9049.0
1977,9349.0
1978,9394.0
1979,9366.0
1980,9393.0
1981,9398.0
1982,9356.0
1983,9233.0
1984,9421.0
1985,9706.0
1986,9798.0
1987,9823.0
1988,10083.0
1989,9932.0
1990,9968.0
1991,10331.0
1992,10289.0
1993,10272.0
1994,10152.0
1995,9916.0
1996,9723.0
1997,9840.0
1998,10091.0
1999,9612.0
2000,9688.0
2001,9666.0
2002,9850.0
2003,9755.0
2004,9520.0
2005,9065.0
2006,8803.0
2007,8706.0
2008,8690.0
2009,8572.0
2010,8754.0
2011,8791.0
2012,8767.0
2013,9024.0
2014,9099.0
2015,9050.0
2016,8589.0
2017,7886.0
2018,7957.0
2019,7856.0
2020,6696.0
2021,5278.0
2022,5401.0
2023,5316.0
2024,5005.0
2025,5179.0
2026,5182.0
2027,5668.0
2028,6288.0
2029,6167.0
2030,6134.0
2031,6097.0
2032,6629.0
2033,6658.0
2034,6666.0
2035,6685.0
2036,6228.0
2037,6124.0
2038,6266.0
2039,6451.0
2040,6314.0
2041,6722.0
2042,6822.0
2043,6773.0
2044,6799.0
2045,7082.0
2046,7310.0
2047,7280.0
2048,7286.0
2049,6980.0
2050,6846.0
2051,6946.0
2052,6745.0
2053,6874.0
2054,6793.0
2055,6893.0
2056,7074.0
2057,7129.0
2058,7157.0
2059,7047.0
2060,6863.0
2061,6986.0
2062,7272.0
2063,7519.0
2064,7541.0
2065,7583.0
2066,7705.0
2067,7726.0
2068,8198.0
2069,8883.0
2070,8777.0
2071,8854.0
2072,8973.0
2073,8780.0
2074,8904.0
2075,9109.0
2076,9445.0
2077,9917.0
2078,9724.0
2079,8697.0
2080,8704.0
2081,8775.0
2082,9039.0
2083,9523.0
2084,9519.0
2085,9407.0
2086,9623.0
2087,9728.0
2088,9680.0
2089,9677.0
2090,9302.0
2091,9137.0
2092,9216.0
2093,9139.0
2094,8829.0
2095,8872.0
2096,9033.0
2097,9320.0
2098,9463.0
2099,9510.0
2100,9558.0
2101,9581.0
2102,9894.0
2103,9561.0
2104,9710.0
2105,9760.0
2106,9656.0
2107,9644.0
2108,9733.0
2109,9719.0
2110,9793.0
2111,9659.0
2112,9427.0
2113,9444.0
2114,9425.0
2115,9261.0
2116,9500.0
2117,9462.0
2118,9429.0
2119,9356.0
2120,9330.0
2121,9371.0
2122,9490.0
2123,9649.0
2124,9468.0
2125,9261.0
2126,9219.0
2127,9143.0
2128,9087.0
2129,9150.0
2130,9182.0
2131,9224.0
2132,9203.0
2133,9125.0
2134,9137.0
2135,9110.0
2136,9244.0
2137,9300.0
2138,9374.0
2139,9362.0
2140,9236.0
2141,9279.0
2142,9292.0
2143,9316.0
2144,9252.0
2145,9258.0
2146,9169.0
2147,9169.0
2148,9201.0
2149,9198.0
2150,9220.0
2151,9342.0
2152,9397.0
2153,9561.0
2154,9565.0
2155,9627.0
2156,9836.0
2157,10423.0
2158,10988.0
2159,11098.0
2160,11039.0
2161,11199.0
2162,11595.0
2163,11342.0
2164,11258.0
2165,11252.0
2166,11461.0
2167,11757.0
2168,11719.0
2169,11683.0
2170,11675.0
2171,11895.0
2172,11640.0
2173,11466.0
2174,11553.0
2175,11755.0
2176,11879.0
2177,11854.0
2178,12053.0
2179,12170.0
2180,11803.0
2181,11801.0
2182,11753.0
2183,11563.0
2184,11628.0
2185,11740.0
2186,11521.0
2187,11410.0
2188,11355.0
2189,11445.0
2190,11513.0
2191,11614.0
2192,11689.0
2193,11872.0
2194,11587.0
2195,11059.0
2196,10393.0
2197,10279.0
2198,10205.0
2199,10164.0
2200,10156.0
2201,10189.0
2202,10344.0
2203,10309.0
2204,10379.0
2205,10404.0
2206,10512.0
2207,10778.0
2208,10900.0
2209,10899.0
2210,10931.0
2211,11019.0
2212,10928.0
2213,10692.0
2214,10475.0
2215,10445.0
2216,10447.0
2217,10679.0
2218,10724.0
2219,10725.0
2220,10887.0
2221,10736.0
2222,10751.0
2223,10766.0
2224,10535.0
2225,10556.0
2226,10611.0
2227,10710.0
2228,10719.0
2229,10625.0
2230,10737.0
2231,10986.0
2232,11335.0
2233,11364.0
2234,11448.0
2235,11455.0
2236,11409.0
2237,11417.0
2238,11370.0
2239,11348.0
2240,11433.0
2241,11582.0
2242,11847.0
2243,12446.0
2244,12929.0
2245,12936.0
2246,13026.0
2247,13058.0
2248,13072.0
2249,13360.0
2250,13454.0
2251,13319.0
2252,13435.0
2253,13738.0
2254,13771.0
2255,13600.0
2256,13611.0
2257,13898.0
2258,14706.0
2259,15578.0
2260,15354.0
2261,15193.0
2262,15382.0
2263,15323.0
2264,15585.0
2265,15919.0
2266,16289.0
2267,16045.0
2268,16000.0
2269,16364.0
2270,17072.0
2271,17879.0
2272,17839.0
2273,18323.0
2274,18706.0
2275,18429.0
2276,18442.0
2277,18848.0
2278,19064.0
2279,17408.0
2280,16995.0
2281,17316.0
2282,17994.0
2283,18902.0
2284,19276.0
2285,18951.0
2286,19280.0
2287,19133.0
2288,19000.0
2289,19151.0
2290,19207.0
2291,18955.0
2292,18273.0
2293,18314.0
2294,17948.0
2295,18472.0
2296,19117.0
2297,19167.0
2298,19353.0
2299,20057.0
2300,22598.0
2301,22874.0
2302,23341.0
2303,23594.0
2304,23257.0
2305,23084.0
2306,23562.0
2307,23307.0
2308,24013.0
2309,25252.0
2310,27061.0
2311,26978.0
2312,26678.0
2313,28128.0
2314,28876.0
2315,29260.0
2316,30703.0
2317,33457.0
2318,31858.0
2319,32246.0
2320,34854.0
2321,38029.0
2322,39789.0
2323,40392.0
2324,39729.0
2325,34315.0
2326,34860.0
2327,34653.0
2328,38495.0
2329,37496.0
2330,36863.0
2331,35675.0
2332,36046.0
2333,36868.0
2334,35175.0
2335,32969.0
2336,31849.0
2337,32346.0
2338,32240.0
2339,33356.0
2340,32051.0
2341,31173.0
2342,31756.0
2343,35032.0
2344,34058.0
2345,33452.0
2346,33701.0
2347,34689.0
2348,36550.0
2349,37530.0
2350,37607.0
2351,39803.0
2352,38705.0
2353,40920.0
2354,46682.0
2355,45766.0
2356,46240.0
2357,47590.0
2358,47268.0
2359,48570.0
2360,47853.0
2361,48845.0
2362,50897.0
2363,51901.0
2364,53058.0
2365,56272.0
2366,57022.0
2367,54729.0
2368,48981.0
2369,49790.0
2370,49992.0
2371,46648.0
2372,47126.0
2373,44822.0
2374,47582.0
2375,48631.0
2376,50406.0
2377,49417.0
2378,47709.0
2379,48591.0
2380,50194.0
2381,50778.0
2382,53969.0
2383,55356.0
2384,56264.0
2385,56840.0
2386,58772.0
2387,60475.0
2388,57111.0
2389,55340.0
2390,56137.0
2391,58477.0
2392,58278.0
2393,58776.0
2394,57303.0
2395,56801.0
2396,54699.0
2397,55143.0
2398,52127.0
2399,53208.0
2400,55175.0
2401,55835.0
2402,56910.0
2403,58349.0
2404,58700.0
2405,58868.0
2406,59266.0
2407,58933.0
2408,57705.0
2409,58085.0
2410,58460.0
2411,56977.0
2412,57176.0
2413,58209.0
2414,59866.0
2415,59794.0
2416,60108.0
2417,62149.0
2418,63438.0
2419,62899.0
2420,61731.0
2421,61305.0
2422,56083.0
2423,56387.0
2424,55518.0
2425,55452.0
2426,53812.0
2427,49891.0
2428,50077.0
2429,49657.0
2430,53000.0
2431,54583.0
